סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
293,שדה יואב,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,594,594,577,-,אשכול רשויות שורק דרומי       
142,שדה יעקב,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,אזור יקנעם,"1,095","1,095","1,091",-,אשכול רשויות הגליל והעמקים    
2008,שדה יצחק,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,מנשה,אזור חדרה,736,734,701,2,
18,שדה משה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,780,779,765,1,
259,שדה נחום,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,992,991,968,1,אשכול רשויות הכנרת והעמקים    
329,שדה נחמיה,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,"1,272","1,271","1,240",1,אשכול רשויות גליל מזרחי       
1058,שדה ניצן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,387,383,374,4,אשכול רשויות נגב מערבי        
739,שדה עוזיהו,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,586","1,585","1,572",1,אשכול רשויות שורק דרומי       
2049,שדה צבי,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,688,688,680,-,אשכול רשויות נגב מערבי        
327,שדות ים,חיפה,חדרה,קיבוצים,חוף הכרמל,אזור חדרה,"1,127","1,126","1,080",1,
27,שדות מיכה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,390,390,390,-,
1223,שדי אברהם,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,367,367,359,-,אשכול רשויות נגב מערבי        
2015,שדי חמד,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,953,953,944,-,אשכול רשויות השרון            
2057,שדי תרומות,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,478,478,477,-,אשכול רשויות הכנרת והעמקים    
555,שדמה,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גדרות,אזור רחובות,586,586,581,-,
306,שדמות דבורה,הצפון,כנרת,מושבים - לרבות כפרים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,687,685,669,2,אשכול רשויות הכנרת והעמקים    
3578,שדמות מחולה,יהודה והשומרון,,מושבים שיתופיים,ערבות הירדן,,677,677,675,-,אשכול יהודה ושומרון           
1031,שדרות,הדרום,אשקלון,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור אשקלון,"30,553","30,353","28,488",200,אשכול רשויות נגב מערבי        
741,שואבה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,601,601,594,-,
761,שובה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,722,722,721,-,אשכול רשויות נגב מערבי        
394,שובל,הדרום,באר שבע,קיבוצים,בני שמעון,אזור גרר,870,870,823,-,אשכול רשויות נגב מערבי        
1304,שוהם,המרכז,רמלה,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,אזור רמלה,"21,441","21,439","21,226",2,
614,שומרה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,366,363,359,3,אשכול רשויות גליל מערבי       
1265,שומרייה,הדרום,באר שבע,קיבוצים,בני שמעון,אזור באר שבע,828,828,828,-,אשכול רשויות נגב מערבי        
415,שוקדה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,634,634,629,-,אשכול רשויות נגב מערבי        
456,שורש,ירושלים,ירושלים,מושבים שיתופיים,מטה יהודה,הרי יהודה,"1,176","1,172","1,128",4,
1235,שורשים,הצפון,עכו,מושבים שיתופיים,משגב,אזור כרמיאל,566,566,559,-,אשכול רשויות בית הכרם הגלילי  
224,שושנת העמקים,המרכז,השרון,יישובים כפריים אחרים יהודיים,עמק חפר,מערב השרון,492,492,484,-,
527,שזור,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מרום הגליל,אזור כרמיאל,315,315,310,-,אשכול רשויות גליל מזרחי       
7,שחר,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,880,880,868,-,
1266,שחרות,הדרום,באר שבע,יישובים קהילתיים,חבל אילות,הר הנגב הדרומי,179,179,164,-,אשכול רשויות נגב מזרחי        
865,שיבולים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,291,291,289,-,אשכול רשויות נגב מערבי        
1378,שיזף,הדרום,באר שבע,יישובים קהילתיים,רמת נגב,הר הנגב הצפוני,99,99,99,-,
1267,שיטים,הדרום,באר שבע,מקום,חבל אילות,הר הנגב הדרומי,-,-,-,-,
658,שייח' דנון,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מטה אשר,אזור יחיעם,"2,983",1,-,"2,982",אשכול רשויות גליל מערבי       
3641,שילה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"4,783","4,783","4,782",-,אשכול יהודה ושומרון           
1165,שילת,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור מודיעין,788,788,769,-,
1160,שכניה,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,781,781,772,-,אשכול רשויות בית הכרם הגלילי  
873,שלווה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור לכיש,586,586,578,-,
1373,שלווה במדבר,הדרום,באר שבע,מקום,רמת נגב,הר הנגב הצפוני,-,-,-,-,אשכול רשויות נגב מזרחי        
439,שלוחות,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,457,457,457,-,אשכול רשויות הכנרת והעמקים    
812,שלומי,הצפון,עכו,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור נהרייה,"7,055","6,958","6,397",97,אשכול רשויות גליל מערבי       
1364,שלומית,הדרום,באר שבע,יישובים קהילתיים,אשכול,אזור בשור,443,443,443,-,אשכול רשויות נגב מערבי        
1793,שלומציון,יהודה והשומרון,,מוקד תעסוקה,ערבות הירדן,,-,-,-,-,אשכול יהודה ושומרון           
366,שמיר,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,911,911,857,-,אשכול רשויות גליל מזרחי       
3784,שמעה,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,886,886,879,-,אשכול יהודה ושומרון           
432,שמרת,הצפון,עכו,קיבוצים,מטה אשר,אזור עכו,657,657,644,-,אשכול רשויות גליל מערבי       
1337,שמשית,הצפון,יזרעאל,יישובים יהודיים 4999-2000 תושבים,עמק יזרעאל,הרי נצרת-תירען,"2,481","2,479","2,467",2,אשכול רשויות הגליל והעמקים    
1287,שני,הדרום,באר שבע,יישובים קהילתיים,,אזור באר שבע,571,571,473,-,
1132,שניר,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,641,640,631,1,אשכול רשויות גליל מזרחי       
538,שעב,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור שפרעם,"7,381",2,1,"7,379",
4009,שעל,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן צפוני,316,316,309,-,אשכול רשויות גליל מזרחי       
856,שעלבים,המרכז,רמלה,קיבוצים,גזר,אזור מודיעין,"1,886","1,886","1,883",-,
661,שער אפרים,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מזרח השרון,"1,956","1,953","1,925",3,אשכול רשויות השרון            
264,שער הגולן,הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,527,527,511,-,אשכול רשויות הכנרת והעמקים    
237,שער העמקים,חיפה,חיפה,קיבוצים,זבולון,אזור חיפה,770,770,733,-,אשכול רשויות המפרץ            
921,שער מנשה,חיפה,חדרה,יישובים מוסדיים יהודיים,מנשה,אזור חדרה,511,463,447,48,
3720,שערי תקווה,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,שומרון,,"6,124","6,120","5,947",4,אשכול יהודה ושומרון           
232,שפיים,המרכז,השרון,קיבוצים,חוף השרון,מערב השרון,"1,346","1,345","1,323",1,
692,שפיר,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור מלאכי,910,910,902,-,
846,שפר,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל עליון מזרחי,435,434,428,1,אשכול רשויות גליל מזרחי       
8800,שפרעם,הצפון,עכו,יישובים לא יהודיים 49999-20000 תושבים,עירייה,אזור שפרעם,"43,023",150,96,"42,873",אשכול רשויות המפרץ            
3649,שקד,יהודה והשומרון,יהודה ושומרון,יישובים קהילתיים,שומרון,,"1,081","1,081","1,045",-,אשכול יהודה ושומרון           
1233,שקף,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,602,602,590,-,
292,שרונה,הצפון,כנרת,מושבים - לרבות כפרים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,573,573,563,-,אשכול רשויות הכנרת והעמקים    
1114,שריגים (לי-און),ירושלים,ירושלים,יישובים כפריים אחרים יהודיים,מטה יהודה,שפלת יהודה,"1,045","1,045","1,012",-,
126,שריד,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,875,875,847,-,אשכול רשויות הגליל והעמקים    
398,שרשרת,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,345,345,344,-,אשכול רשויות נגב מערבי        
1045,שתולה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,320,320,315,-,אשכול רשויות גליל מערבי       
763,שתולים,הדרום,אשקלון,מושבים 4999-2000 תושבים,באר טוביה,אזור מלאכי,"2,121","2,121","2,094",-,אשכול רשויות שורק דרומי       
